,index,tconst,titleType,primaryName,originalName,isAdult,yearOfRelease,Duration,genres,averageRating,numVotes,director(s),cast
3402,1097129,tt8709448,tvEpisode,One-Eyed Jacks,One-Eyed Jacks,0,2019,51,"Action,Crime,Drama",8.4,3353,['Stacie Passon'],"['Jon Bernthal', 'Ben Barnes', 'Jason R. Moore', 'Amber Rose Revah']"
3403,1066646,tt7903530,movie,We Die Young,We Die Young,0,2019,92,"Action,Crime,Drama",5.2,3386,['Lior Geller'],"['Jean-Claude Van Damme', 'David Castañeda', 'Nicholas Sean Johnny', 'Elijah Rodriguez']"
3404,1097220,tt8712750,movie,A.M.I.,A.M.I.,0,2019,77,"Horror,Thriller",3.9,1697,['Rusty Nixon'],"['Philip Granger', 'Bonnie Hay', 'Sam Robert Muik', 'Debs Howard']"
3405,1115264,tt9179974,movie,Close to the Horizon,Dem Horizont so nah,0,2019,109,"Drama,Romance",6.7,1106,['Tim Trachte'],"['Victoria Mayer', 'Jannik Schümann', 'Luna Wedler', 'Luise Befort']"
3406,1074812,tt8108164,movie,Ek Ladki Ko Dekha Toh Aisa Laga,Ek Ladki Ko Dekha Toh Aisa Laga,0,2019,120,"Comedy,Drama,Romance",5.5,3831,['Shelly Chopra Dhar'],"['Anil Kapoor', 'Juhi Chawla', 'Sonam Kapoor', 'Rajkummar Rao']"
3407,1097187,tt8710596,movie,Jungleland,Jungleland,0,2019,90,Drama,6.3,2610,['Max Winkler'],"['Charlie Hunnam', 'Fran Kranz', ""Jack O'Connell"", 'Naheem Garcia']"
3408,1096982,tt8706884,movie,Prassthanam,Prassthanam,0,2019,141,"Action,Drama",5.8,1179,['Deva Katta'],"['Sanjay Dutt', 'Jackie Shroff', 'Manisha Koirala', 'Ali Fazal']"
3409,1084877,tt8367814,movie,The Gentlemen,The Gentlemen,0,2019,113,"Action,Comedy,Crime",7.8,253945,['Guy Ritchie'],"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong']"
3410,1084853,tt8367184,movie,The Wedding Year,The Wedding Year,0,2019,90,Comedy,5.6,1888,['Robert Luketic'],"['Sarah Hyland', 'Jenna Dewan', 'Tyler James Williams', 'Matt Shively']"
3411,1097031,tt8708304,movie,I Trapped the Devil,I Trapped the Devil,0,2019,82,"Drama,Horror,Mystery",4.8,2163,['Josh Lobo'],"['Scott Poythress', 'Susan Burke', 'Rowan Russell', 'AJ Bowen']"
3412,1097021,tt8707922,movie,Can You Keep a Secret?,Can You Keep a Secret?,0,2019,94,"Comedy,Romance",5.3,11535,['Elise Durán'],"['Tyler Hoechlin', 'Alexandra Daddario', 'David Ebert', 'Sunita Mani']"
3413,1084828,tt8366502,movie,Corporate Animals,Corporate Animals,0,2019,86,"Comedy,Horror",4.3,2697,['Patrick Brice'],"['Demi Moore', 'Jessica Williams', 'Ed Helms', 'Karan Soni']"
3414,1074898,tt8110640,movie,In the Shadow of the Moon,In the Shadow of the Moon,0,2019,115,"Crime,Mystery,Sci-Fi",6.2,42678,['Jim Mickle'],"['Bokeem Woodbine', 'Michael C. Hall', 'Boyd Holbrook', 'Cleopatra Coleman']"
3415,1097440,tt8718532,tvEpisode,The Spies,The Spies,0,2019,55,"Adventure,Drama,Family",8.1,3182,"['Dawn Shadforth', 'William McGregor']","['Nabil Elouahabi', 'Dafne Keen', 'Simon Manyonda', 'Daniel Frogson']"
3416,1074912,tt8110912,tvEpisode,Lyra's Jordan,Lyra's Jordan,0,2019,55,"Adventure,Drama,Family",8.0,4673,['Tom Hooper'],"['Clarke Peters', 'James McAvoy', 'Dafne Keen', 'Lewin Lloyd']"
3417,1135186,tt9872556,movie,Ordinary Happiness,Momenti di trascurabile felicità,0,2019,93,Comedy,5.7,1047,['Daniele Luchetti'],"['Renato Carpentieri', 'Thony', 'Pif', 'Franz Cantalupo']"
3418,1084634,tt8363118,tvEpisode,Night,Night,0,2019,49,"Drama,Sci-Fi,Thriller",8.4,3410,['Mike Barker'],"['Elisabeth Moss', 'Joseph Fiennes', 'Alexis Bledel', 'Yvonne Strahovski']"
3419,1074823,tt8108208,movie,Why Cheat India,Why Cheat India,0,2019,121,"Crime,Drama",6.0,2378,['Soumik Sen'],"['Emraan Hashmi', 'Shreya Dhanwanthary', 'Snighdadeep Chatterji', 'Shubham Somu Srivastava']"
3420,1074817,tt8108196,movie,Judgementall Hai Kya,Judgementall Hai Kya,0,2019,121,"Comedy,Drama,Mystery",5.9,5289,['Prakash Kovelamudi'],"['Kangana Ranaut', 'Rajkummar Rao', 'Amrita Puri', 'Amyra Dastur']"
3421,1084760,tt8365238,tvEpisode,Drive All Night,Drive All Night,0,2019,53,"Action,Adventure,Drama",8.1,1228,['Greg Beeman'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3422,1084759,tt8365236,tvEpisode,Brilliant Disguise,Brilliant Disguise,0,2019,44,"Action,Adventure,Drama",8.1,1092,['Alexis Ostrander'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3423,1084758,tt8365234,tvEpisode,The Price You Pay,The Price You Pay,0,2019,42,"Action,Adventure,Drama",8.1,1127,['Toa Fraser'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3424,1084757,tt8365230,tvEpisode,The Anatomy Lesson,The Anatomy Lesson,0,2019,45,"Action,Adventure,Drama",8.5,1024,['Michael Goi'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3425,1084755,tt8365226,tvEpisode,Long Walk Home,Long Walk Home,0,2019,45,"Action,Adventure,Drama",7.9,1003,['E.L. Katz'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3426,1084754,tt8365224,tvEpisode,He Speaks,He Speaks,0,2019,48,"Action,Adventure,Drama",8.1,1581,['Deran Sarafian'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3427,1084753,tt8365222,tvEpisode,Worlds Apart,Worlds Apart,0,2019,51,"Action,Adventure,Drama",8.6,2102,['Len Wiseman'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3428,1084752,tt8365220,tvEpisode,Pilot,Pilot,0,2019,59,"Action,Adventure,Drama",8.5,2873,['Len Wiseman'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3429,1074819,tt8108200,movie,Sonchiriya,Sonchiriya,0,2019,143,"Action,Crime,Drama",7.9,8829,['Abhishek Chaubey'],"['Ashutosh Rana', 'Ranvir Shorey', 'Sushant Singh Rajput', 'Bhumi Pednekar']"
3430,1074822,tt8108206,movie,Saand Ki Aankh,Saand Ki Aankh,0,2019,146,"Biography,Drama",7.8,4091,['Tushar Hiranandani'],"['Prakash Jha', 'Vineet Kumar Singh', 'Bhumi Pednekar', 'Taapsee Pannu']"
3431,1084756,tt8365228,tvEpisode,Darkness on the Edge of Town,Darkness on the Edge of Town,0,2019,44,"Action,Adventure,Drama",8.2,1393,['Carol Banker'],"['Virginia Madsen', 'Derek Mears', 'Andy Bean', 'Crystal Reed']"
3432,1135144,tt9870386,tvEpisode,The Hike,The Hike,0,2019,22,Comedy,9.2,1045,['Laurie Lynd'],"['Eugene Levy', ""Catherine O'Hara"", 'Annie Murphy', 'Dan Levy']"
3433,1084692,tt8364368,movie,Crawl,Crawl,0,2019,87,"Action,Horror,Thriller",6.1,70251,['Alexandre Aja'],"['Barry Pepper', 'Kaya Scodelario', 'Ross Anderson', 'Morfydd Clark']"
3434,1061501,tt7775902,tvEpisode,The Name of the Game,The Name of the Game,0,2019,60,"Action,Comedy,Crime",8.8,10012,['Dan Trachtenberg'],"['Karl Urban', 'Antony Starr', 'Jack Quaid', 'Erin Moriarty']"
3435,1074833,tt8108268,movie,The Tashkent Files,The Tashkent Files,0,2019,134,"Drama,Mystery,Thriller",7.8,9153,['Vivek Agnihotri'],"['Naseeruddin Shah', 'Mithun Chakraborty', 'Shweta Basu Prasad', 'Pankaj Tripathi']"
3436,1097393,tt8717446,movie,Blackbird,Blackbird,0,2019,97,Drama,6.5,2357,['Roger Michell'],"['Susan Sarandon', 'Sam Neill', 'Kate Winslet', 'Anson Boon']"
3437,496578,tt11199024,tvEpisode,Crisis on Infinite Earths: Part Two,Crisis on Infinite Earths: Part Two,0,2019,42,"Action,Adventure,Crime",7.5,2827,['Laura Belsey'],"['Stephen Amell', 'Camrus Johnson', 'Ruby Rose', 'LaMonica Garrett']"
3438,496380,tt11194730,tvEpisode,The Better Feelings of My Heart,The Better Feelings of My Heart,0,2019,44,"Drama,Family",9.7,2023,['Amanda Tapping'],"['R.H. Thomson', 'Geraldine James', 'Amybeth McNulty', 'Lucas Jade Zumann']"
3439,496083,tt11191124,movie,Primal: Tales of Savagery,Primal: Tales of Savagery,0,2019,85,"Action,Adventure,Animation",8.5,1293,['Genndy Tartakovsky'],"['Jon Olson', 'Aaron LaPlante']"
3440,493454,tt11136630,tvEpisode,A Nasty Piece of Work,A Nasty Piece of Work,0,2019,77,"Drama,Fantasy,Horror",6.7,1194,['Charles Hood'],"['Molly Hagan', 'Kyle Howard', 'Natalie Hall', 'Dustin Milligan']"
3441,494760,tt11163028,movie,House Arrest,House Arrest,0,2019,104,Comedy,5.5,1451,"['Shashanka Ghosh', 'Samit Basu']","['Barkha Singh', 'Shriya Pilgaonkar', 'Jim Sarbh', 'Ali Fazal']"
3442,493997,tt11146878,tvEpisode,Hannah Hayes (No. 125),Hannah Hayes (No. 125),0,2019,42,"Crime,Drama,Mystery",7.0,1167,['Adam T. Weisinger'],"['James Spader', 'Megan Boone', 'Diego Klattenhoff', 'Amir Arison']"
3443,445384,tt10147546,movie,Homecoming: A Film by Beyoncé,Homecoming: A Film by Beyoncé,0,2019,137,"Documentary,Music",7.5,6367,['Ed Burke'],"['Beyoncé', 'Marvin Brown', 'Nirine S. Brown']"
3444,445371,tt10147382,movie,"My People, My Country",Wo he wo de zu guo,0,2019,154,"Drama,History",6.4,1418,"['Kaige Chen', 'Xiaolu Xue', 'Hu Guan', 'Zheng Xu', 'Hao Ning', 'Muye Wen']","['Bai Qing Xin', 'Bo Huang', 'Hao Ou', 'Qianyuan Wang']"
3445,499005,tt11251970,tvEpisode,Katarina Rostova (No. 3),Katarina Rostova (No. 3),0,2019,43,"Crime,Drama,Mystery",8.5,1116,['Daniel Willis'],"['James Spader', 'Megan Boone', 'Diego Klattenhoff', 'Amir Arison']"
3446,500702,tt11285908,movie,Ashfall,Baekdusan,0,2019,130,"Action,Adventure,Thriller",6.2,3302,"['Hae-jun Lee', 'Byung-seo Kim']","['Lee Byung-Hun', 'Hye-jin Jeon', 'Jung-woo Ha', 'Ma Dong-seok']"
3447,445271,tt10145122,movie,Das perfekte Geheimnis,Das perfekte Geheimnis,0,2019,120,"Comedy,Drama,Romance",6.7,3780,['Bora Dagtekin'],"['Jessica Schwarz', 'Wotan Wilke Möhring', 'Karoline Herfurth', ""Elyas M'Barek""]"
3448,500234,tt11276598,movie,Pets United,Pets United,0,2019,89,"Adventure,Animation,Comedy",3.8,1977,['Reinhard Klooss'],"['Jeff Burrell', 'Natalie Dormer', 'Felix Auer', 'Patrick Roche']"
3449,498006,tt11229780,movie,Infidel,Infidel,0,2019,108,"Action,Adventure,Thriller",5.9,2174,['Cyrus Nowrasteh'],"['Claudia Karvan', 'Jim Caviezel', 'Stelio Savante', 'Hal Ozsan']"
3450,445576,tt10151260,movie,Sons of Rizk 2,Welad Rizk 2,0,2019,103,"Action,Comedy,Crime",7.2,1838,['Tarek Alarian'],"['Ahmad El-Fishawi', 'Ahmed Ezz', 'Amr Youssef', 'Ahmed Dawood']"
3451,488651,tt11046300,movie,Ujda Chaman,Ujda Chaman,0,2019,120,Comedy,6.9,4847,"['Abhishek Pathak', 'Danish Singh', 'Navinder Pal Singh']","['Saurabh Shukla', 'Maanvi Gagroo', 'Sunny Singh Nijjar', 'Atul Kumar']"
3452,488626,tt11045340,tvEpisode,Pilgrim,Pilgrim,0,2019,80,"Drama,Fantasy,Horror",5.7,1147,['Marcus Dunstan'],"['Peter Giles', 'Kerr Smith', 'Courtney Henggeler', 'Reign Edwards']"
3453,448513,tt10204940,movie,Spread Your Wings,Donne-moi des ailes,0,2019,113,"Drama,Family",7.3,1732,['Nicolas Vanier'],"['Frédéric Saurel', 'Mélanie Doutey', 'Jean-Paul Rouve', 'Louis Vazquez']"
3454,488307,tt11039100,tvEpisode,What Can Stop the Determined Heart,What Can Stop the Determined Heart,0,2019,44,"Drama,Family",9.4,1646,['Anne Wheeler'],"['R.H. Thomson', 'Geraldine James', 'Amybeth McNulty', 'Cara Ricketts']"
3455,448467,tt10204366,movie,Three Days and a Life,Trois jours et une vie,0,2019,120,"Crime,Drama,Thriller",6.6,1027,['Nicolas Boukhrief'],"['Sandrine Bonnaire', 'Charles Berling', 'Philippe Torreton', 'Pablo Pauly']"
3456,448252,tt10199640,movie,Beanpole,Dylda,0,2019,130,"Drama,War",7.1,8712,['Kantemir Balagov'],"['Viktoria Miroshnichenko', 'Vasilisa Perelygina', 'Andrey Bykov', 'Igor Shirokov']"
3457,448249,tt10199590,movie,Les Misérables,Les misérables,0,2019,104,"Crime,Drama,Thriller",7.6,20350,['Ladj Ly'],"['Damien Bonnard', 'Alexis Manenti', 'Djebril Zonga', 'Issa Perica']"
3458,448247,tt10199586,movie,Atlantics,Atlantique,0,2019,106,"Drama,Mystery,Romance",6.7,8141,['Mati Diop'],"['Mame Bineta Sane', 'Amadou Mbow', 'Traore', 'Nicole Sougou']"
3459,488964,tt11052808,movie,Kim Ji-young: Born 1982,Kim Ji-young: Born 1982,0,2019,118,Drama,7.4,2389,['Kim Do-Young'],"['Yu-mi Jung', 'Lee Bong-Ryun', 'Ae-sim Kang', 'Min-Jung Gong']"
3460,489057,tt11054164,movie,Yummy,Yummy,0,2019,88,"Action,Comedy,Horror",6.0,3622,['Lars Damoiseaux'],"['Benjamin Ramon', 'Maaike Neuville', 'Clara Cleymans', 'Bart Hollanders']"
3461,448953,tt10213354,tvEpisode,There Is Something at Work in My Soul Which I Do Not Understand,There Is Something at Work in My Soul Which I Do Not Understand,0,2019,44,"Drama,Family",9.0,1443,['Kim Nguyen'],"['R.H. Thomson', 'Geraldine James', 'Amybeth McNulty', 'Lucas Jade Zumann']"
3462,487020,tt11012560,tvEpisode,A Mad Tea-Party,A Mad Tea-Party,0,2019,41,"Action,Adventure,Crime",5.9,1488,['Holly Dale'],"['Rachel Skarsten', 'Nicole Kang', 'Ruby Rose', 'Meagan Tandy']"
3463,449093,tt10217550,movie,Vinci Da,Vinci Da,0,2019,117,"Crime,Mystery,Thriller",7.3,1687,['Srijit Mukherji'],"['Anirban Bhattacharya', 'Ritwick Chakraborty', 'Rudranil Ghosh', 'Gautam Moitra']"
3464,449015,tt10214826,movie,Agent Sai Srinivasa Athreya,Agent Sai Srinivasa Athreya,0,2019,148,"Comedy,Crime,Mystery",8.4,8401,['Swaroop Rsj'],"['Darbha Appaji Ambarisha', 'Shruti Sharma', 'Naveen Polishetty', 'Shredha Rajagopalan']"
3465,487917,tt11028782,tvEpisode,A Chip Driver Mystery,A Chip Driver Mystery,0,2019,22,"Comedy,Drama,Fantasy",7.4,1463,['Steve Day'],"['Kristen Bell', 'Jameela Jamil', 'William Jackson Harper', ""D'Arcy Carden""]"
3466,487920,tt11028790,tvEpisode,Help Is Other People,Help Is Other People,0,2019,22,"Comedy,Drama,Fantasy",8.4,1530,['Beth McCarthy-Miller'],"['Kristen Bell', 'Jameela Jamil', 'William Jackson Harper', ""D'Arcy Carden""]"
3467,487873,tt11028144,tvEpisode,The New Client,The New Client,0,2019,26,"Animation,Comedy,Drama",8.6,2315,['Amy Winfrey'],"['Paul F. Tompkins', 'Will Arnett', 'Amy Sedaris', 'Alison Brie']"
3468,487874,tt11028148,tvEpisode,Feel-Good Story,Feel-Good Story,0,2019,26,"Animation,Comedy,Drama",8.2,2135,['Mollie Helms'],"['Paul F. Tompkins', 'Will Arnett', 'Amy Sedaris', 'Alison Brie']"
3469,487875,tt11028150,tvEpisode,Surprise!,Surprise!,0,2019,26,"Animation,Comedy,Drama",9.1,2483,['Adam Parton'],"['Paul F. Tompkins', 'Will Arnett', 'Amy Sedaris', 'Alison Brie']"
3470,487877,tt11028154,tvEpisode,The Kidney Stays in the Picture,The Kidney Stays in the Picture,0,2019,26,"Animation,Comedy,Drama",8.3,1962,['Mollie Helms'],"['Paul F. Tompkins', 'Will Arnett', 'Amy Sedaris', 'Alison Brie']"
3471,487878,tt11028156,tvEpisode,The Face of Depression,The Face of Depression,0,2019,27,"Animation,Comedy,Drama",9.4,2980,['Aaron Long'],"['Paul F. Tompkins', 'Will Arnett', 'Amy Sedaris', 'Alison Brie']"
3472,487879,tt11028158,tvEpisode,"A Quick One, While He's Away","A Quick One, While He's Away",0,2019,26,"Animation,Comedy,Drama",8.6,2175,['Amy Winfrey'],"['Paul F. Tompkins', 'Will Arnett', 'Amy Sedaris', 'Alison Brie']"
3473,487876,tt11028152,tvEpisode,"A Little Uneven, Is All","A Little Uneven, Is All",0,2019,26,"Animation,Comedy,Drama",8.1,1926,['Peter Merryman'],"['Paul F. Tompkins', 'Will Arnett', 'Amy Sedaris', 'Alison Brie']"
3474,448713,tt10208194,movie,"Family Romance, LLC","Family Romance, LLC",0,2019,89,Drama,6.8,2032,['Werner Herzog'],"['Ishii Yuichi', 'Mahiro Tanimoto', 'Miki Fujimaki', 'Takashi Nakatani']"
3475,487054,tt11013572,movie,Docteur?,Docteur?,0,2019,90,Comedy,6.4,1185,['Tristan Séguéla'],"['Michel Blanc', 'Chantal Lauby', 'Solène Rigot', 'Hakim Jemili']"
3476,448714,tt10208198,movie,"The Gangster, the Cop, the Devil",Akinjeon,0,2019,109,"Action,Crime,Drama",6.9,8526,['Won-Tae Lee'],"['Ma Dong-seok', 'Mu-Yeol Kim', 'Kim Sungkyu', 'Bae-soo Jeon']"
3477,491888,tt11107074,movie,My Hero Academia: Heroes Rising,My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,0,2019,104,"Action,Adventure,Animation",7.9,4171,['Kenji Nagasaki'],"['Nobuhiko Okamoto', 'Daiki Yamashita', 'Tomoyo Kurosawa', 'Yuka Terasaki']"
3478,492146,tt11112140,tvMovie,How to Train Your Dragon: Homecoming,How to Train Your Dragon: Homecoming,0,2019,22,"Action,Adventure,Animation",7.3,2355,['Tim Johnson'],"['Craig Ferguson', 'Jay Baruchel', 'America Ferrera', 'Madalyn Gonzalez']"
3479,492700,tt11122988,tvEpisode,A Strong Effort of the Spirit of Good,A Strong Effort of the Spirit of Good,0,2019,44,"Drama,Family",9.3,1510,['Paul Fox'],"['R.H. Thomson', 'Geraldine James', 'Dalila Bela', 'Amybeth McNulty']"
3480,447993,tt10196142,movie,Rahman 1400,Rahman 1400,0,2019,111,"Comedy,Drama",4.5,1514,['Manouchehr Hadi'],"['Saeed Aghakhani', 'Mohammad Reza Golzar', 'Yekta Naser', 'Sareh Bayat']"
3481,490465,tt11079892,tvEpisode,This Is Not for Tears,This Is Not for Tears,0,2019,74,Drama,9.8,3846,['Mark Mylod'],"['Brian Cox', 'Kieran Culkin', 'Hiam Abbass', 'Nicholas Braun']"
3482,447952,tt10195452,movie,American Skin,American Skin,0,2019,89,Drama,6.5,2501,['Nate Parker'],"['Omari Hardwick', 'Beau Knapp', 'Theo Rossi', 'Jahir Acosta']"
3483,490497,tt11080228,tvEpisode,I Am Fearless and Therefore Powerful,I Am Fearless and Therefore Powerful,0,2019,44,"Drama,Family",9.3,1459,['Paul Fox'],"['R.H. Thomson', 'Geraldine James', 'Dalila Bela', 'Amybeth McNulty']"
3484,442249,tt10080422,tvEpisode,Dead Man Running,Dead Man Running,0,2019,42,"Action,Adventure,Drama",7.5,1601,['Sarah Boyd'],"['Danielle Panabaker', 'Grant Gustin', 'Candice Patton', 'Carlos Valdes']"
3485,442247,tt10080416,tvEpisode,A Flash of the Lightning,A Flash of the Lightning,0,2019,42,"Action,Adventure,Drama",8.0,1748,['Chris Peppe'],"['Danielle Panabaker', 'Grant Gustin', 'Candice Patton', 'Carlos Valdes']"
3486,442173,tt10079394,tvEpisode,Ezekiel Patrol,Ezekiel Patrol,0,2019,55,"Action,Adventure,Comedy",8.4,1579,['Dermott Downs'],"['Alan Tudyk', 'April Bowlby', 'Diane Guerrero', 'Joivan Wade']"
3487,442172,tt10079390,tvEpisode,Penultimate Patrol,Penultimate Patrol,0,2019,44,"Action,Adventure,Comedy",9.2,1812,['Rebecca Rodriguez'],"['Alan Tudyk', 'April Bowlby', 'Diane Guerrero', 'Joivan Wade']"
3488,442250,tt10080424,tvEpisode,There Will Be Blood,There Will Be Blood,0,2019,42,"Action,Adventure,Drama",7.7,1582,['Marcus Stokes'],"['Danielle Panabaker', 'Grant Gustin', 'Candice Patton', 'Carlos Valdes']"
3489,442251,tt10080428,tvEpisode,Kiss Kiss Breach Breach,Kiss Kiss Breach Breach,0,2019,42,"Action,Adventure,Drama",7.6,1542,['Menhaj Huda'],"['Danielle Panabaker', 'Grant Gustin', 'Candice Patton', 'Carlos Valdes']"
3490,442253,tt10080432,tvEpisode,"The Last Temptation of Barry Allen, Pt. 1","The Last Temptation of Barry Allen, Pt. 1",0,2019,42,"Action,Adventure,Drama",8.7,1930,['Chad Lowe'],"['Danielle Panabaker', 'Grant Gustin', 'Candice Patton', 'Carlos Valdes']"
3491,442254,tt10080434,tvEpisode,"The Last Temptation of Barry Allen, Pt. 2","The Last Temptation of Barry Allen, Pt. 2",0,2019,42,"Action,Adventure,Drama",8.1,1581,['Michael Nankin'],"['Danielle Panabaker', 'Grant Gustin', 'Candice Patton', 'Carlos Valdes']"
3492,442491,tt10085356,tvEpisode,Last Call,Last Call,0,2019,41,"Drama,Fantasy,Horror",8.4,1956,['Amyn Kaderali'],"['Jensen Ackles', 'Misha Collins', 'Jared Padalecki', 'Shoshannah Stern']"
3493,441655,tt10067744,tvEpisode,Golden Time,Golden Time,0,2019,42,"Drama,Fantasy,Horror",8.3,1873,['John F. Showalter'],"['Jensen Ackles', 'Misha Collins', 'Jared Padalecki', 'Shoshannah Stern']"
3494,441654,tt10067742,tvEpisode,Proverbs 17:3,Proverbs 17:3,0,2019,42,"Drama,Fantasy,Horror",8.8,2020,['Richard Speight Jr.'],"['Jensen Ackles', 'Jared Padalecki', 'Anna Grace Barlow', 'Luke Camilleri']"
3495,441651,tt10067710,tvEpisode,Raising Hell,Raising Hell,0,2019,42,"Drama,Fantasy,Horror",7.5,2144,['Robert Singer'],"['Jensen Ackles', 'Misha Collins', 'Jared Padalecki', 'Alexander Calvert']"
3496,513355,tt1158939,movie,Never Grow Old,Never Grow Old,0,2019,100,"Drama,Western",5.9,3193,['Ivan Kavanagh'],"['John Cusack', 'Emile Hirsch', 'Déborah François', 'Molly McCann']"
3497,510968,tt11529348,movie,5Gang,5Gang: Un Altfel de Craciun,0,2019,100,"Action,Comedy",1.8,2505,['Matei Dima'],"['Julia Marcan', '5Gang', 'Ana Radu']"
3498,516395,tt11667452,movie,March for Freedom,March for Freedom,0,2019,134,Documentary,7.9,1516,"['Fred Rauh', 'Alexandre Santos']","['Kim Kataguiri', 'Renato Batista', 'Rodrigo Constantino', ""Pedro D'Eyrot"", 'Arthur Moledo do Val', 'Ian Garcez', 'Fernando Holiday']"
3499,442817,tt10091530,movie,Holiday Rush,Holiday Rush,0,2019,92,"Comedy,Drama,Family",4.9,2241,['Leslie Small'],"['Darlene Love', 'Romany Malco', 'Sonequa Martin-Green', 'Amarr M. Wooten']"
3500,443175,tt10100382,tvEpisode,Safe Room,Safe Room,0,2019,63,Drama,9.1,1785,"['Shari Springer Berman', 'Robert Pulcini']","['Brian Cox', 'Kieran Culkin', 'Hiam Abbass', 'Nicholas Braun']"
3501,439549,tt10017956,movie,Gone Kesh,Gone Kesh,0,2019,110,"Comedy,Drama",7.0,1175,['Qasim Khallow'],"['Deepika Amin', 'Shweta Tripathi', 'Alisha', 'Malvika Bajaj']"
3502,438701,tt10003824,tvEpisode,Louis T. Steinhil (No. 27),Louis T. Steinhil (No. 27),0,2019,42,"Crime,Drama,Mystery",8.6,1107,['Bill Roe'],"['James Spader', 'Megan Boone', 'Diego Klattenhoff', 'Amir Arison']"
3503,439089,tt10009604,tvEpisode,American Dreamer,American Dreamer,0,2019,42,"Action,Adventure,Drama",7.2,1025,['David Harewood'],"['Chyler Leigh', 'Mehcad Brooks', 'Melissa Benoist', 'Katie McGrath']"
3504,439052,tt10009030,movie,Snatchers,Snatchers,0,2019,96,"Comedy,Horror,Sci-Fi",5.8,2539,"['Stephen Cedars', 'Benji Kleiman']","['Mary Nepi', 'Gabrielle Elyse', 'J.J. Nolan', 'Austin Fryberger']"
3505,439045,tt10008784,movie,Bull,Bull,0,2019,108,Drama,6.5,1517,['Annie Silverstein'],"['Yolonda Ross', 'Rob Morgan', 'Amber Havard', 'Keira Bennett']"
3506,439198,tt10011336,movie,Lucky Grandma,Lucky Grandma,0,2019,87,"Comedy,Drama",6.4,1143,['Sasie Sealy'],"['Tsai Chin', 'Hsiao-Yuan Ha', 'Michael Tow', 'Woody Fu']"
3507,438885,tt10006006,movie,A Christmas Prince: The Royal Baby,A Christmas Prince: The Royal Baby,0,2019,84,"Family,Romance",5.4,5382,['John Schultz'],"['Alice Krige', 'Rose McIver', 'Ben Lamb', 'Honor Kneafsey']"
3508,438798,tt10005284,tvEpisode,Life Is a Cabaret,Life Is a Cabaret,0,2019,22,Comedy,9.3,1107,['Andrew Cividino'],"['Eugene Levy', ""Catherine O'Hara"", 'Annie Murphy', 'Dan Levy']"
3509,533754,tt1206885,movie,Rambo: Last Blood,Rambo: Last Blood,0,2019,89,"Action,Thriller",6.1,84099,['Adrian Grunberg'],"['Sylvester Stallone', 'Adriana Barraza', 'Paz Vega', 'Sergio Peris-Mencheta']"
3510,440979,tt10050338,tvEpisode,Class S Heroes,Class S Heroes,0,2019,23,"Action,Animation,Comedy",8.9,1466,"['Chikara Sakurai', 'Shigeki Awai']","['Hikaru Midorikawa', 'Masaya Matsukaze', 'Aoi Yûki', 'Makoto Furukawa', 'Kaito Ishikawa']"
3511,440978,tt10050336,tvEpisode,The Uprising of the Monsters,The Uprising of the Monsters,0,2019,23,"Action,Animation,Comedy",7.7,1216,"['Hideki Okamoto', 'Chikara Sakurai']","['Masaya Matsukaze', 'Aoi Yûki', 'Makoto Furukawa', 'Kaito Ishikawa', 'Saori Hayami']"
3512,440977,tt10050334,tvEpisode,The Martial Arts Tournament,The Martial Arts Tournament,0,2019,23,"Action,Animation,Comedy",7.4,1298,"['Chikara Sakurai', 'Kozo Kaiho', 'Tomohiro Kamitani']","['Kazuhiro Yamaji', 'Makoto Furukawa', 'Kaito Ishikawa', 'Saori Hayami']"
3513,440976,tt10050332,tvEpisode,Metal Bat,Metal Bat,0,2019,23,"Action,Animation,Comedy",7.7,1357,"['Toshinori Fukushima', 'Makoto Sokuza', 'Chikara Sakurai', 'Miyuki Ishida']","['Wataru Hatano', 'Hiroki Yasumoto', 'Yûichi Nakamura', 'Makoto Furukawa']"
3514,440975,tt10050330,tvEpisode,The Hunt Begins,The Hunt Begins,0,2019,23,"Action,Animation,Comedy",9.0,1572,"['Chikara Sakurai', 'Ryô Andô']","['Katsuyuki Konishi', 'Hiroki Yasumoto', 'Makoto Furukawa', 'Kaito Ishikawa', 'Saori Hayami']"
